UPM,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,P2_3,FAC_VIV,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO,ENT
0206345,03,2,2,1,1,1,2,1,4,1,,596,00578,018,U,1,3,02
0206345,04,3,1,1,1,1,1,1,1,1,,596,00578,018,U,1,3,02
0206345,05,2,1,1,1,1,1,1,5,1,,596,00578,018,U,1,3,02
0206347,01,2,1,1,1,1,1,1,6,1,,692,00579,019,U,1,4,02
0206347,02,3,1,1,1,1,1,1,4,1,,692,00579,019,U,1,4,02
0206347,03,3,1,1,1,1,1,1,5,1,,692,00579,019,U,1,4,02
0206347,04,2,1,1,1,1,2,2,6,1,,692,00579,019,U,1,4,02
0206347,05,2,1,1,1,1,1,1,3,1,,692,00579,019,U,1,4,02
0206353,01,3,1,1,1,1,1,2,4,1,,651,00580,019,U,1,4,02
0206353,02,3,1,1,1,1,1,1,4,1,,651,00580,019,U,1,4,02
0206353,03,3,1,1,1,1,1,1,5,1,,651,00580,019,U,1,4,02
0206353,05,3,1,1,1,1,1,2,1,1,,651,00580,019,U,1,4,02
0206361,01,2,1,1,1,1,1,1,4,1,,678,00581,018,U,1,3,02
0206361,02,3,1,1,1,1,1,1,3,1,,678,00581,018,U,1,3,02
0206361,03,3,1,1,1,1,1,1,4,1,,678,00581,018,U,1,3,02
0206361,05,3,1,1,1,1,1,1,2,1,,678,00581,018,U,1,3,02
0206366,02,2,1,1,1,1,1,1,5,1,,611,00582,019,U,1,4,02
0206366,03,2,1,1,1,1,1,2,4,1,,611,00582,019,U,1,4,02
0206366,04,2,1,1,1,1,1,2,4,1,,611,00582,019,U,1,4,02
0206366,05,3,1,1,1,1,1,1,2,1,,611,00582,019,U,1,4,02
0206504,01,3,1,1,1,1,1,1,4,1,,807,00583,019,U,1,4,02
0206504,02,3,1,1,1,1,1,1,3,1,,807,00583,019,U,1,4,02
0206504,03,3,1,1,1,1,1,1,2,1,,807,00583,019,U,1,4,02
0206504,04,3,1,1,1,1,1,1,3,1,,807,00583,019,U,1,4,02
0206504,05,3,1,1,1,1,1,1,2,1,,807,00583,019,U,1,4,02
0206523,01,3,1,1,1,1,1,1,3,1,,671,00584,019,U,1,4,02
0206523,02,2,1,1,1,1,1,1,2,1,,671,00584,019,U,1,4,02
0206523,03,3,1,1,1,1,1,1,2,1,,671,00584,019,U,1,4,02
0206523,04,3,1,1,1,1,1,1,3,1,,671,00584,019,U,1,4,02
0206599,01,3,1,1,1,1,2,2,1,1,,555,00585,017,U,1,2,02
0206599,02,3,1,1,1,1,1,1,7,1,,555,00585,017,U,1,2,02
0206599,03,2,1,1,1,1,1,1,3,1,,555,00585,017,U,1,2,02
0206599,04,2,1,1,1,1,1,1,5,1,,555,00585,017,U,1,2,02
0206599,05,2,1,1,1,1,1,2,5,1,,555,00585,017,U,1,2,02
0206616,01,2,1,1,1,1,1,2,4,1,,664,00586,019,U,1,4,02
0206616,04,3,1,1,1,1,1,2,1,1,,664,00586,019,U,1,4,02
0206616,05,2,1,1,1,1,1,1,4,1,,664,00586,019,U,1,4,02
0206633,01,3,1,1,1,1,2,2,1,1,,589,00587,017,U,1,2,02
0206633,02,2,1,1,1,1,1,1,4,1,,589,00587,017,U,1,2,02
0206633,03,2,1,1,1,1,1,1,7,1,,589,00587,017,U,1,2,02
0206633,04,2,2,2,1,1,2,2,2,1,,589,00587,017,U,1,2,02
0206633,05,3,1,2,1,1,1,1,2,1,,589,00587,017,U,1,2,02
0206680,01,3,1,1,1,1,1,1,4,1,,561,00588,019,U,1,4,02
0206680,02,3,1,1,1,1,1,1,6,1,,561,00588,019,U,1,4,02
0206680,03,3,1,1,1,1,1,1,2,1,,561,00588,019,U,1,4,02
0206680,04,3,1,1,1,1,2,1,3,1,,561,00588,019,U,1,4,02
0206680,05,3,1,1,1,1,1,1,3,1,,561,00588,019,U,1,4,02
0206695,01,3,1,1,1,1,1,1,3,1,,577,00589,019,U,1,4,02
0206695,03,3,1,1,1,1,1,1,2,1,,577,00589,019,U,1,4,02
0206695,04,3,1,1,1,1,1,1,2,1,,577,00589,019,U,1,4,02
0206695,05,3,1,1,1,1,1,1,7,1,,577,00589,019,U,1,4,02
0206731,02,3,1,1,1,1,1,1,2,1,,573,00590,017,U,1,2,02
0206731,03,3,1,1,1,1,1,1,4,1,,573,00590,017,U,1,2,02
0206731,04,3,1,1,1,1,1,1,4,1,,573,00590,017,U,1,2,02
0206731,05,3,1,1,1,1,1,1,3,1,,573,00590,017,U,1,2,02
0206790,01,3,1,1,1,1,1,1,3,1,,610,00591,018,U,1,3,02
0206790,02,3,1,1,1,1,1,1,2,1,,610,00591,018,U,1,3,02
0206790,03,3,1,1,1,1,1,1,4,1,,610,00591,018,U,1,3,02
0206790,04,1,1,1,1,1,1,1,1,1,,610,00591,018,U,1,3,02
0206790,05,3,1,1,1,1,1,1,4,1,,610,00591,018,U,1,3,02
0206801,02,3,1,1,1,1,1,1,6,1,,662,00592,019,U,1,4,02
0206801,03,3,1,1,1,1,1,1,5,1,,662,00592,019,U,1,4,02
0206801,04,3,1,1,1,1,1,2,1,1,,662,00592,019,U,1,4,02
0206801,05,3,1,1,1,1,2,2,3,1,,662,00592,019,U,1,4,02
0206852,01,3,1,1,1,1,2,1,1,1,,579,00593,019,U,1,4,02
0206852,02,2,1,1,1,1,1,1,3,1,,579,00593,019,U,1,4,02
0206852,03,2,1,1,1,1,1,1,2,1,,579,00593,019,U,1,4,02
0206852,04,3,1,1,1,1,1,1,3,2,2,579,00593,019,U,1,4,02
0206852,05,3,1,1,1,1,1,1,3,1,,579,00593,019,U,1,4,02
0206867,01,2,1,1,1,1,1,1,4,1,,499,00594,019,U,1,4,02
0206867,02,2,1,1,1,1,1,1,2,1,,499,00594,019,U,1,4,02
0206867,03,2,1,1,1,1,1,1,3,1,,499,00594,019,U,1,4,02
0206867,04,3,1,1,1,1,1,1,3,1,,499,00594,019,U,1,4,02
0206871,01,3,1,1,1,1,1,1,5,1,,595,00595,019,U,1,4,02
0206871,03,2,1,1,1,1,1,1,4,1,,595,00595,019,U,1,4,02
0206871,04,3,1,1,1,1,1,2,2,1,,595,00595,019,U,1,4,02
0206871,05,3,1,1,1,1,1,1,1,1,,595,00595,019,U,1,4,02
0207000,01,2,1,2,1,1,1,1,5,1,,661,00596,012,U,2,2,02
0207000,02,2,1,1,1,1,1,1,1,1,,661,00596,012,U,2,2,02
0207000,03,2,1,1,1,1,1,1,3,1,,661,00596,012,U,2,2,02
0207000,04,3,1,2,1,1,1,1,4,1,,661,00596,012,U,2,2,02
0207000,05,2,1,2,1,1,1,1,4,1,,661,00596,012,U,2,2,02
0207000,06,2,1,2,1,1,1,1,4,1,,661,00596,012,U,2,2,02
0207000,07,2,1,1,1,1,1,1,7,1,,661,00596,012,U,2,2,02
0207000,09,2,1,1,1,1,1,1,5,1,,661,00596,012,U,2,2,02
0207000,10,2,1,1,1,1,1,1,3,1,,661,00596,012,U,2,2,02
0207000,11,3,1,1,1,1,1,1,4,1,,661,00596,012,U,2,2,02
0207000,13,2,1,1,1,1,1,1,3,1,,661,00596,012,U,2,2,02
0207000,14,2,1,5,1,1,1,1,6,1,,661,00596,012,U,2,2,02
0207000,17,3,1,1,1,1,1,1,4,1,,661,00596,012,U,2,2,02
0207000,18,3,1,1,1,1,1,2,2,1,,661,00596,012,U,2,2,02
0207000,19,2,1,1,1,1,1,1,4,1,,661,00596,012,U,2,2,02
0207001,01,2,1,1,1,1,1,2,2,1,,753,00597,012,U,2,2,02
0207001,02,1,1,5,1,1,1,2,2,1,,753,00597,012,U,2,2,02
0207001,03,3,1,1,1,1,1,1,4,1,,753,00597,012,U,2,2,02
0207001,05,2,1,1,1,1,1,1,5,1,,753,00597,012,U,2,2,02
0207001,06,3,1,1,1,1,1,1,5,1,,753,00597,012,U,2,2,02
0207001,07,3,1,1,1,1,1,1,1,1,,753,00597,012,U,2,2,02
0207001,08,2,2,3,1,1,1,1,4,1,,753,00597,012,U,2,2,02
0207001,09,2,1,1,1,1,1,1,6,1,,753,00597,012,U,2,2,02
0207001,10,2,1,1,1,1,1,1,5,1,,753,00597,012,U,2,2,02
0207001,11,2,1,2,1,1,1,1,2,1,,753,00597,012,U,2,2,02
0207001,12,2,1,2,1,1,1,1,6,1,,753,00597,012,U,2,2,02
0207001,13,2,1,2,1,1,1,1,4,1,,753,00597,012,U,2,2,02
0207001,14,1,2,5,1,1,1,1,4,1,,753,00597,012,U,2,2,02
0207001,15,2,1,1,1,1,1,1,12,1,,753,00597,012,U,2,2,02
0207001,17,2,1,1,1,1,1,1,5,1,,753,00597,012,U,2,2,02
0207001,18,3,1,1,1,1,1,1,4,1,,753,00597,012,U,2,2,02
0207001,19,2,1,2,1,1,1,1,6,1,,753,00597,012,U,2,2,02
0207001,20,2,1,1,1,1,2,2,2,1,,753,00597,012,U,2,2,02
0207015,01,2,1,1,1,1,1,1,1,1,,661,00598,020,U,2,2,02
0207015,02,2,1,2,1,1,1,1,2,1,,661,00598,020,U,2,2,02
0207015,03,3,1,2,1,1,1,1,2,1,,661,00598,020,U,2,2,02
0207015,04,2,1,2,1,1,1,1,2,1,,661,00598,020,U,2,2,02
0207015,05,2,6,2,1,1,1,1,4,1,,661,00598,020,U,2,2,02
0207062,01,2,1,1,1,1,1,1,4,1,,587,00599,020,U,2,2,02
0207062,02,2,1,1,1,1,1,1,3,1,,587,00599,020,U,2,2,02
0207062,03,2,1,1,2,1,2,2,1,1,,587,00599,020,U,2,2,02
0207062,04,1,1,1,1,1,1,1,2,1,,587,00599,020,U,2,2,02
0207094,01,2,1,1,1,1,1,1,4,1,,617,00600,012,U,2,2,02
0207094,02,3,1,1,1,1,1,1,3,1,,617,00600,012,U,2,2,02
0207094,03,2,1,2,1,2,2,2,1,1,,617,00600,012,U,2,2,02
0207094,04,3,1,1,1,1,1,1,4,1,,617,00600,012,U,2,2,02
0207094,05,3,1,1,1,1,1,1,4,1,,617,00600,012,U,2,2,02
0207094,06,3,1,1,1,1,1,1,4,1,,617,00600,012,U,2,2,02
0207094,09,2,1,1,1,1,1,1,5,1,,617,00600,012,U,2,2,02
0207094,10,2,1,1,1,1,1,1,5,1,,617,00600,012,U,2,2,02
0207094,11,2,1,1,1,1,1,2,4,1,,617,00600,012,U,2,2,02
0207094,12,2,1,1,1,1,2,2,3,1,,617,00600,012,U,2,2,02
0207094,13,2,1,1,1,1,1,1,3,1,,617,00600,012,U,2,2,02
0207094,14,2,1,1,1,1,1,2,2,1,,617,00600,012,U,2,2,02
0207094,15,2,1,1,1,1,1,1,3,1,,617,00600,012,U,2,2,02
0207094,16,2,1,1,1,1,1,2,2,1,,617,00600,012,U,2,2,02
0207094,17,3,1,1,1,1,1,1,6,1,,617,00600,012,U,2,2,02
0207094,18,2,1,1,1,1,1,1,7,1,,617,00600,012,U,2,2,02
0207094,19,3,1,2,1,1,1,1,5,1,,617,00600,012,U,2,2,02
0207094,20,2,1,1,1,1,2,2,6,1,,617,00600,012,U,2,2,02
0207176,01,3,1,1,1,1,1,1,4,1,,668,00601,013,U,2,3,02
0207176,03,2,1,1,1,1,1,1,4,1,,668,00601,013,U,2,3,02
0207176,04,3,1,1,1,1,1,2,2,1,,668,00601,013,U,2,3,02
0207176,05,3,1,1,1,1,2,1,3,1,,668,00601,013,U,2,3,02
0207176,07,3,1,1,1,1,1,1,3,1,,668,00601,013,U,2,3,02
0207176,08,3,1,1,1,1,1,1,3,1,,668,00601,013,U,2,3,02
0207176,09,2,1,1,1,1,2,2,2,1,,668,00601,013,U,2,3,02
0207176,10,2,1,2,1,1,1,1,3,1,,668,00601,013,U,2,3,02
0207176,11,3,1,1,1,1,1,1,3,1,,668,00601,013,U,2,3,02
0207176,12,3,1,1,1,1,1,1,2,1,,668,00601,013,U,2,3,02
0207176,13,3,1,1,1,1,1,1,1,1,,668,00601,013,U,2,3,02
0207176,14,3,1,1,1,1,1,1,1,1,,668,00601,013,U,2,3,02
0207176,15,3,1,1,1,1,1,1,4,1,,668,00601,013,U,2,3,02
0207176,16,3,1,1,1,1,1,1,1,1,,668,00601,013,U,2,3,02
0207176,17,2,1,1,1,1,1,1,7,1,,668,00601,013,U,2,3,02
0207176,18,2,1,1,1,1,1,1,6,1,,668,00601,013,U,2,3,02
0207176,19,2,1,1,1,1,1,1,4,1,,668,00601,013,U,2,3,02
0207176,20,3,1,1,1,1,1,1,6,1,,668,00601,013,U,2,3,02
0207177,01,3,1,1,1,1,1,1,3,1,,611,00602,013,U,2,3,02
0207177,03,3,1,1,1,1,1,1,2,1,,611,00602,013,U,2,3,02
0207177,04,3,1,1,1,1,1,1,2,1,,611,00602,013,U,2,3,02
0207177,06,3,1,1,1,1,1,1,3,1,,611,00602,013,U,2,3,02
0207177,07,3,1,1,1,1,1,1,3,1,,611,00602,013,U,2,3,02
0207177,08,3,1,1,1,1,1,1,5,1,,611,00602,013,U,2,3,02
0207177,09,3,1,1,1,1,1,1,2,1,,611,00602,013,U,2,3,02
0207177,10,2,1,1,1,1,1,1,5,1,,611,00602,013,U,2,3,02
0207177,11,2,1,1,1,1,1,1,2,1,,611,00602,013,U,2,3,02
0207177,12,2,1,1,1,1,1,1,8,1,,611,00602,013,U,2,3,02
0207177,13,2,1,1,1,1,1,1,1,1,,611,00602,013,U,2,3,02
0207177,14,3,1,1,1,1,1,1,3,1,,611,00602,013,U,2,3,02
0207177,15,3,1,1,1,1,1,1,2,1,,611,00602,013,U,2,3,02
0207177,16,3,1,1,1,1,1,1,1,1,,611,00602,013,U,2,3,02
0207177,17,2,1,1,1,1,1,1,5,1,,611,00602,013,U,2,3,02
0207177,18,3,1,1,1,1,1,1,2,1,,611,00602,013,U,2,3,02
0207177,19,3,1,1,1,1,1,1,5,1,,611,00602,013,U,2,3,02
0207177,20,3,1,1,1,1,1,1,5,1,,611,00602,013,U,2,3,02
0207269,01,2,1,2,1,1,1,2,5,1,,506,00603,020,U,2,2,02
0207269,02,2,2,2,1,1,1,2,5,1,,506,00603,020,U,2,2,02
0207269,03,2,1,1,1,1,1,2,3,1,,506,00603,020,U,2,2,02
0207269,04,2,1,1,1,1,1,1,4,1,,506,00603,020,U,2,2,02
0207269,05,2,1,2,1,1,1,1,2,1,,506,00603,020,U,2,2,02
0207320,01,2,1,1,1,1,1,1,6,1,,679,00604,020,U,2,2,02
0207320,02,2,1,1,1,1,1,1,3,1,,679,00604,020,U,2,2,02
0207320,03,3,1,1,1,1,1,1,4,1,,679,00604,020,U,2,2,02
0207320,04,2,1,2,1,1,1,1,6,2,2,679,00604,020,U,2,2,02
0207320,05,2,1,1,1,1,1,1,7,1,,679,00604,020,U,2,2,02
0207325,01,2,1,1,1,1,1,1,3,1,,593,00605,020,U,2,2,02
0207325,02,3,1,1,1,1,1,1,1,1,,593,00605,020,U,2,2,02
0207325,03,2,1,2,1,1,1,1,6,1,,593,00605,020,U,2,2,02
0207325,04,2,1,1,1,1,1,1,1,1,,593,00605,020,U,2,2,02
0207325,05,2,1,1,1,1,2,1,1,1,,593,00605,020,U,2,2,02
0207390,01,2,1,1,1,1,1,1,6,1,,512,00606,020,U,2,2,02
0207390,02,2,2,1,1,1,2,2,3,1,,512,00606,020,U,2,2,02
0207390,03,2,1,1,1,1,1,1,6,1,,512,00606,020,U,2,2,02
0207390,04,2,1,1,1,1,1,2,3,1,,512,00606,020,U,2,2,02
0207390,05,2,1,1,1,1,1,2,5,1,,512,00606,020,U,2,2,02
0207410,01,2,2,1,1,2,1,2,4,1,,552,00607,020,U,2,2,02
0207410,02,2,1,1,1,1,1,1,3,1,,552,00607,020,U,2,2,02
0207410,03,1,1,2,1,2,2,2,11,1,,552,00607,020,U,2,2,02
0207410,05,3,1,1,1,1,1,1,4,1,,552,00607,020,U,2,2,02
0207416,01,3,1,1,1,1,1,2,3,1,,968,00608,021,U,2,3,02
0207416,02,2,1,1,1,1,1,2,4,1,,968,00608,021,U,2,3,02
0207416,03,3,1,1,1,1,1,2,2,1,,968,00608,021,U,2,3,02
0207416,04,3,1,1,1,1,1,2,1,1,,968,00608,021,U,2,3,02
0207416,05,3,1,1,1,1,2,2,7,1,,968,00608,021,U,2,3,02
0207456,01,2,1,1,1,1,1,2,5,1,,924,00609,021,U,2,4,02
0207456,02,2,1,1,1,1,1,1,5,1,,924,00609,021,U,2,4,02
0207456,03,3,1,1,1,1,1,1,5,1,,924,00609,021,U,2,4,02
0207456,05,3,1,1,1,1,1,1,1,1,,924,00609,021,U,2,4,02
0207480,03,3,1,1,1,1,1,1,4,1,,930,00610,021,U,2,4,02
0207480,05,3,1,1,1,1,1,1,4,1,,930,00610,021,U,2,4,02
0207502,01,3,1,1,1,1,1,1,5,1,,1087,00611,021,U,2,4,02
0207502,02,3,1,1,1,1,1,1,5,1,,1087,00611,021,U,2,4,02
0207555,01,3,1,1,1,1,1,1,5,1,,672,00612,013,U,2,3,02
0207555,02,3,1,1,1,1,1,1,2,1,,672,00612,013,U,2,3,02
0207555,03,2,1,1,1,1,1,1,1,1,,672,00612,013,U,2,3,02
0207555,04,3,1,1,1,1,1,1,6,1,,672,00612,013,U,2,3,02
0207555,05,3,1,1,1,1,2,1,7,1,,672,00612,013,U,2,3,02
0207555,06,3,1,1,1,1,1,2,4,1,,672,00612,013,U,2,3,02
0207555,07,3,1,1,1,1,1,1,3,1,,672,00612,013,U,2,3,02
0207555,08,2,1,1,1,1,1,1,4,1,,672,00612,013,U,2,3,02
0207555,09,2,1,1,1,1,1,1,8,1,,672,00612,013,U,2,3,02
0207555,10,3,1,1,1,1,1,1,1,1,,672,00612,013,U,2,3,02
0207555,11,3,1,1,1,1,1,1,5,1,,672,00612,013,U,2,3,02
0207555,12,3,1,1,1,1,1,1,5,1,,672,00612,013,U,2,3,02
0207555,13,3,1,1,1,1,1,1,3,1,,672,00612,013,U,2,3,02
0207555,14,3,1,1,1,1,1,1,5,1,,672,00612,013,U,2,3,02
0207555,15,3,1,1,1,1,1,1,4,1,,672,00612,013,U,2,3,02
0207555,16,3,1,1,1,1,2,2,4,1,,672,00612,013,U,2,3,02
0207555,17,3,1,1,1,1,1,2,5,1,,672,00612,013,U,2,3,02
0207555,18,3,1,1,1,1,1,1,2,1,,672,00612,013,U,2,3,02
0207555,19,3,1,1,1,1,2,2,5,1,,672,00612,013,U,2,3,02
0207555,20,3,1,1,1,1,1,1,6,1,,672,00612,013,U,2,3,02
0207596,01,2,1,1,1,1,1,1,3,1,,570,00613,012,U,2,2,02
0207596,02,3,1,1,1,1,1,1,6,1,,570,00613,012,U,2,2,02
0207596,03,3,1,1,1,1,1,2,3,1,,570,00613,012,U,2,2,02
0207596,04,2,1,1,1,1,1,1,5,1,,570,00613,012,U,2,2,02
0207596,05,2,1,1,1,1,1,2,10,1,,570,00613,012,U,2,2,02
0207596,06,2,1,1,1,1,1,1,4,1,,570,00613,012,U,2,2,02
0207596,07,2,1,1,1,2,2,2,1,1,,570,00613,012,U,2,2,02
0207596,08,3,1,1,1,1,1,2,1,1,,570,00613,012,U,2,2,02
0207596,09,2,1,1,1,1,1,1,3,1,,570,00613,012,U,2,2,02
0207596,10,2,1,1,1,1,1,2,2,1,,570,00613,012,U,2,2,02
0207596,11,2,1,1,1,1,2,2,1,1,,570,00613,012,U,2,2,02
0207596,12,3,1,1,1,1,1,2,1,1,,570,00613,012,U,2,2,02
0207596,13,2,1,1,1,1,2,2,2,1,,570,00613,012,U,2,2,02
0207596,14,2,1,1,1,1,1,2,2,1,,570,00613,012,U,2,2,02
0207596,15,2,1,1,1,1,1,1,2,1,,570,00613,012,U,2,2,02
0207596,16,3,1,1,1,1,1,2,1,1,,570,00613,012,U,2,2,02
0207596,17,3,1,1,1,1,1,2,5,1,,570,00613,012,U,2,2,02
0207596,18,3,1,1,1,1,1,1,5,1,,570,00613,012,U,2,2,02
0207596,19,3,1,1,1,1,2,1,4,1,,570,00613,012,U,2,2,02
0207596,20,2,1,1,1,1,1,2,2,1,,570,00613,012,U,2,2,02
0207626,01,2,1,1,1,2,1,2,1,1,,510,00614,012,U,2,2,02
0207626,03,2,1,1,1,1,1,1,6,1,,510,00614,012,U,2,2,02
0207626,04,2,2,1,1,1,2,1,5,1,,510,00614,012,U,2,2,02
0207626,05,3,1,1,1,1,1,1,5,1,,510,00614,012,U,2,2,02
0207626,06,2,1,1,1,1,1,1,2,1,,510,00614,012,U,2,2,02
0207626,07,3,1,1,1,1,2,1,4,1,,510,00614,012,U,2,2,02
0207626,08,2,1,1,1,1,1,1,4,1,,510,00614,012,U,2,2,02
0207626,09,2,1,1,1,1,1,1,5,1,,510,00614,012,U,2,2,02
0207626,10,2,1,1,1,1,1,1,6,1,,510,00614,012,U,2,2,02
0207626,11,2,1,1,1,1,1,1,1,1,,510,00614,012,U,2,2,02
0207626,12,3,1,1,1,1,1,1,6,1,,510,00614,012,U,2,2,02
0207626,13,2,1,1,1,2,2,2,2,2,2,510,00614,012,U,2,2,02
0207626,14,2,1,1,1,1,1,2,5,1,,510,00614,012,U,2,2,02
0207626,15,2,1,1,1,1,1,1,4,1,,510,00614,012,U,2,2,02
0207626,16,2,1,1,1,1,1,1,4,1,,510,00614,012,U,2,2,02
0207626,18,2,1,1,1,1,1,2,2,2,2,510,00614,012,U,2,2,02
0207626,19,2,1,1,1,1,1,2,7,2,2,510,00614,012,U,2,2,02
0207626,20,2,2,1,1,1,1,2,2,1,,510,00614,012,U,2,2,02
0207706,02,3,1,1,1,1,1,1,6,1,,653,00615,012,U,2,2,02
0207706,03,3,1,1,1,1,1,1,4,2,2,653,00615,012,U,2,2,02
0207706,04,2,1,1,1,1,1,1,1,1,,653,00615,012,U,2,2,02
0207706,05,1,1,1,1,1,2,2,3,1,,653,00615,012,U,2,2,02
0207706,06,2,1,1,1,1,1,1,8,1,,653,00615,012,U,2,2,02
0207706,07,2,1,1,1,1,1,1,2,1,,653,00615,012,U,2,2,02
0207706,08,2,5,2,1,1,1,2,3,1,,653,00615,012,U,2,2,02
0207706,10,2,1,2,1,1,1,1,4,1,,653,00615,012,U,2,2,02
0207706,11,3,1,2,1,1,1,1,3,1,,653,00615,012,U,2,2,02
0207706,13,2,1,1,1,1,1,1,3,1,,653,00615,012,U,2,2,02
0207706,14,2,1,1,1,1,1,1,5,1,,653,00615,012,U,2,2,02
0207706,15,2,5,1,1,1,2,2,1,1,,653,00615,012,U,2,2,02
0207706,16,2,1,1,1,1,1,1,6,1,,653,00615,012,U,2,2,02
0207706,17,3,1,1,1,1,2,1,2,1,,653,00615,012,U,2,2,02
0207706,18,3,1,1,1,1,1,1,4,1,,653,00615,012,U,2,2,02
0207706,20,2,1,1,1,1,1,1,2,1,,653,00615,012,U,2,2,02
0207774,01,3,1,1,1,1,1,1,4,1,,677,00616,020,U,3,2,02
0207774,02,3,1,1,1,1,1,2,2,1,,677,00616,020,U,3,2,02
0207774,03,3,1,1,1,1,1,1,4,1,,677,00616,020,U,3,2,02
0207774,04,3,1,1,1,1,1,1,2,1,,677,00616,020,U,3,2,02
0207774,05,3,1,1,1,1,1,1,6,1,,677,00616,020,U,3,2,02
0207791,01,2,2,2,1,1,1,1,5,1,,774,00617,014,U,3,2,02
0207791,03,2,2,2,1,1,1,1,4,1,,774,00617,014,U,3,2,02
0207791,04,2,2,2,1,2,2,2,3,1,,774,00617,014,U,3,2,02
0207791,06,2,5,2,2,2,2,2,5,1,,774,00617,014,U,3,2,02
0207791,08,2,2,2,1,1,1,1,3,1,,774,00617,014,U,3,2,02
0207791,10,2,5,2,1,1,2,2,3,1,,774,00617,014,U,3,2,02
0207791,11,2,1,2,1,1,1,1,8,1,,774,00617,014,U,3,2,02
0207791,12,2,1,2,1,1,2,2,4,1,,774,00617,014,U,3,2,02
0207791,13,2,1,2,1,2,1,2,4,1,,774,00617,014,U,3,2,02
0207791,14,2,2,2,1,1,1,1,6,2,2,774,00617,014,U,3,2,02
0207791,15,2,1,2,1,1,1,2,4,1,,774,00617,014,U,3,2,02
0207791,16,2,2,2,1,1,1,2,11,1,,774,00617,014,U,3,2,02
0207791,17,3,1,2,1,1,1,1,2,1,,774,00617,014,U,3,2,02
0207791,18,2,2,2,1,1,2,2,2,1,,774,00617,014,U,3,2,02
0207791,19,2,5,2,2,2,2,1,5,1,,774,00617,014,U,3,2,02
0207791,20,2,1,2,1,1,1,1,6,1,,774,00617,014,U,3,2,02
0207853,01,2,2,2,1,1,1,2,2,1,,582,00618,014,U,3,2,02
0207853,02,2,2,1,1,2,2,2,5,1,,582,00618,014,U,3,2,02
0207853,03,3,1,1,1,1,2,1,4,1,,582,00618,014,U,3,2,02
0207853,04,2,2,2,1,2,2,2,4,1,,582,00618,014,U,3,2,02
0207853,05,2,1,1,1,1,1,1,4,1,,582,00618,014,U,3,2,02
0207853,06,2,2,1,1,1,1,2,5,1,,582,00618,014,U,3,2,02
0207853,08,1,5,2,1,1,2,2,1,1,,582,00618,014,U,3,2,02
0207853,09,3,5,2,1,1,1,1,3,1,,582,00618,014,U,3,2,02
0207853,10,2,1,2,1,1,1,2,8,1,,582,00618,014,U,3,2,02
0207853,11,2,5,2,1,2,2,2,1,1,,582,00618,014,U,3,2,02
0207853,12,2,5,2,1,1,1,2,4,1,,582,00618,014,U,3,2,02
0207853,13,3,5,2,1,1,1,1,4,1,,582,00618,014,U,3,2,02
0207853,14,2,5,2,1,1,1,1,2,1,,582,00618,014,U,3,2,02
0207853,15,2,2,2,1,1,1,1,6,1,,582,00618,014,U,3,2,02
0207853,16,2,1,2,1,1,2,1,7,1,,582,00618,014,U,3,2,02
0207853,17,2,1,2,1,2,1,2,5,1,,582,00618,014,U,3,2,02
0207853,18,2,1,2,1,1,1,1,6,1,,582,00618,014,U,3,2,02
0207853,19,2,2,2,1,1,1,1,5,1,,582,00618,014,U,3,2,02
0207853,20,3,5,2,1,2,1,2,4,1,,582,00618,014,U,3,2,02
0207910,01,3,1,2,1,1,1,1,1,1,,625,00619,014,U,3,2,02
0207910,03,2,1,2,1,1,1,1,4,1,,625,00619,014,U,3,2,02
0207910,04,3,1,2,1,1,1,1,5,1,,625,00619,014,U,3,2,02
0207910,05,3,1,2,1,1,1,1,2,1,,625,00619,014,U,3,2,02
0207910,06,2,1,2,1,1,1,1,5,1,,625,00619,014,U,3,2,02
0207910,07,3,1,2,1,1,1,1,5,1,,625,00619,014,U,3,2,02
0207910,09,2,1,2,1,1,1,1,2,1,,625,00619,014,U,3,2,02
0207910,10,2,1,2,1,1,2,2,1,1,,625,00619,014,U,3,2,02
0207910,11,3,1,2,1,1,1,1,4,1,,625,00619,014,U,3,2,02
0207910,12,3,1,2,1,1,1,1,4,1,,625,00619,014,U,3,2,02
0207910,13,2,1,2,1,1,1,1,1,1,,625,00619,014,U,3,2,02
0207910,15,2,6,2,1,1,1,1,1,1,,625,00619,014,U,3,2,02
0207910,16,2,1,5,1,1,2,2,2,1,,625,00619,014,U,3,2,02
0207910,17,2,1,2,1,1,1,1,6,1,,625,00619,014,U,3,2,02
0207910,18,2,1,1,1,1,1,1,5,1,,625,00619,014,U,3,2,02
0207910,20,2,1,1,1,1,1,1,4,1,,625,00619,014,U,3,2,02
0207955,01,3,1,1,1,1,2,2,6,1,,300,00620,014,U,3,2,02
0207955,02,3,1,1,1,1,1,2,3,1,,300,00620,014,U,3,2,02
0207955,03,2,1,1,1,1,1,1,6,1,,300,00620,014,U,3,2,02
0207955,04,2,1,1,1,1,1,1,2,1,,300,00620,014,U,3,2,02
0207955,05,2,1,1,1,1,2,2,3,1,,300,00620,014,U,3,2,02
0207955,06,2,1,1,1,1,1,1,3,1,,300,00620,014,U,3,2,02
