UPM,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,P2_3,FAC_VIV,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO,ENT
2901125,07,2,1,1,1,1,1,2,3,1,,154,07454,298,U,3,2,29
2901125,08,3,1,1,1,2,2,1,1,1,,154,07454,298,U,3,2,29
2901125,09,3,1,1,1,1,1,1,4,1,,154,07454,298,U,3,2,29
2901125,10,3,1,1,1,1,2,1,3,1,,154,07454,298,U,3,2,29
2901125,11,2,1,1,1,1,1,2,2,1,,154,07454,298,U,3,2,29
2901125,12,2,1,1,1,1,1,1,3,1,,154,07454,298,U,3,2,29
2901125,13,2,1,1,1,2,2,2,1,1,,154,07454,298,U,3,2,29
2901125,15,2,1,1,1,1,1,1,4,1,,154,07454,298,U,3,2,29
2901125,16,2,1,1,1,1,2,2,3,1,,154,07454,298,U,3,2,29
2901125,17,3,1,1,1,1,1,1,4,1,,154,07454,298,U,3,2,29
2901125,18,3,1,1,1,1,1,1,2,1,,154,07454,298,U,3,2,29
2901125,19,2,1,1,1,1,1,1,5,1,,154,07454,298,U,3,2,29
2901171,02,2,1,1,1,1,1,1,8,2,3,180,07455,304,U,3,2,29
2901171,03,2,2,1,1,1,2,2,3,1,,180,07455,304,U,3,2,29
2901171,04,2,2,1,1,2,2,1,7,1,,180,07455,304,U,3,2,29
2901171,05,2,1,1,1,2,2,1,6,1,,180,07455,304,U,3,2,29
2901174,01,2,1,1,1,2,1,2,4,1,,157,07456,304,U,3,2,29
2901174,03,2,1,1,1,2,2,2,4,1,,157,07456,304,U,3,2,29
2901174,05,2,1,1,1,1,2,2,6,1,,157,07456,304,U,3,2,29
2901179,02,2,2,1,1,1,1,1,7,1,,165,07457,304,U,3,2,29
2760607,18,2,6,2,1,1,1,2,3,1,,435,06979,280,R,4,2,27
2760607,19,2,6,5,1,1,1,2,3,1,,435,06979,280,R,4,2,27
2760607,20,2,1,2,1,1,1,2,2,1,,435,06979,280,R,4,2,27
2760644,01,2,6,2,1,1,1,2,6,1,,428,06980,279,R,4,1,27
2760644,02,2,6,2,1,1,1,2,5,1,,428,06980,279,R,4,1,27
2760644,03,2,2,2,1,1,1,2,3,1,,428,06980,279,R,4,1,27
2760644,05,2,2,2,1,1,1,2,6,1,,428,06980,279,R,4,1,27
2760644,06,2,1,2,1,1,1,1,4,1,,428,06980,279,R,4,1,27
2760644,07,2,2,4,1,1,2,2,6,1,,428,06980,279,R,4,1,27
2760644,08,2,1,2,1,1,1,2,3,1,,428,06980,279,R,4,1,27
2760644,09,2,2,2,1,1,1,2,6,1,,428,06980,279,R,4,1,27
2760644,10,3,2,2,1,1,1,2,6,1,,428,06980,279,R,4,1,27
2760644,11,2,2,2,1,1,2,2,5,1,,428,06980,279,R,4,1,27
2760644,12,2,2,2,1,1,1,1,6,1,,428,06980,279,R,4,1,27
2760644,13,1,2,2,1,1,1,2,5,1,,428,06980,279,R,4,1,27
2760644,14,2,2,2,1,1,2,2,2,1,,428,06980,279,R,4,1,27
2760644,15,2,2,2,1,2,2,2,3,1,,428,06980,279,R,4,1,27
2760644,16,2,1,2,1,1,1,2,6,2,2,428,06980,279,R,4,1,27
2760644,17,2,2,2,1,1,1,2,3,1,,428,06980,279,R,4,1,27
2760644,18,2,1,2,1,1,1,1,5,1,,428,06980,279,R,4,1,27
2760644,19,2,1,2,1,1,1,2,4,1,,428,06980,279,R,4,1,27
2760644,20,1,1,2,1,1,1,2,6,1,,428,06980,279,R,4,1,27
2760683,01,2,6,2,1,1,1,2,1,1,,378,06981,279,R,4,1,27
2760683,02,2,1,2,1,1,1,1,8,1,,378,06981,279,R,4,1,27
2760683,03,2,2,2,1,1,1,2,2,1,,378,06981,279,R,4,1,27
2760683,04,2,2,2,1,2,2,2,3,1,,378,06981,279,R,4,1,27
2760683,05,2,6,2,1,1,1,2,5,1,,378,06981,279,R,4,1,27
2760683,06,2,2,2,1,2,2,2,2,1,,378,06981,279,R,4,1,27
2760683,07,2,1,2,1,2,1,2,2,1,,378,06981,279,R,4,1,27
2760683,09,2,4,2,1,1,1,1,4,1,,378,06981,279,R,4,1,27
2760683,10,2,6,4,1,1,1,2,2,1,,378,06981,279,R,4,1,27
2760683,11,2,6,2,1,2,1,2,7,1,,378,06981,279,R,4,1,27
2760683,12,2,6,2,1,1,1,2,4,1,,378,06981,279,R,4,1,27
2760683,13,2,6,3,1,1,1,1,2,1,,378,06981,279,R,4,1,27
2760683,14,1,6,2,1,2,2,2,2,1,,378,06981,279,R,4,1,27
2760683,15,2,6,2,1,1,2,2,7,1,,378,06981,279,R,4,1,27
2760683,17,2,1,2,1,1,1,2,3,1,,378,06981,279,R,4,1,27
2760683,18,3,1,2,1,1,1,2,2,1,,378,06981,279,R,4,1,27
2760683,19,2,2,2,1,1,2,2,5,1,,378,06981,279,R,4,1,27
2760683,20,1,4,5,1,2,1,2,5,1,,378,06981,279,R,4,1,27
2760705,01,3,1,2,1,1,2,1,3,1,,415,06982,279,R,4,1,27
2760705,02,2,1,2,1,1,1,1,4,1,,415,06982,279,R,4,1,27
2760705,03,2,1,2,1,1,2,2,3,1,,415,06982,279,R,4,1,27
2760705,04,2,2,2,1,1,1,2,4,1,,415,06982,279,R,4,1,27
2760705,05,2,1,2,1,1,1,2,3,1,,415,06982,279,R,4,1,27
2760705,06,2,6,2,1,1,1,2,5,1,,415,06982,279,R,4,1,27
2760705,08,2,2,2,1,2,1,2,4,1,,415,06982,279,R,4,1,27
2760705,09,2,1,2,1,1,1,1,4,1,,415,06982,279,R,4,1,27
2760705,12,2,1,2,1,1,2,1,4,1,,415,06982,279,R,4,1,27
2760705,14,2,2,2,1,1,1,2,2,1,,415,06982,279,R,4,1,27
2760705,15,2,1,2,1,1,2,2,6,1,,415,06982,279,R,4,1,27
2760705,16,2,6,2,1,1,2,1,6,1,,415,06982,279,R,4,1,27
2760705,17,2,6,2,1,1,1,2,4,1,,415,06982,279,R,4,1,27
2760705,18,2,6,2,1,2,2,2,3,1,,415,06982,279,R,4,1,27
2760705,19,2,6,2,1,2,2,2,2,1,,415,06982,279,R,4,1,27
2760705,20,2,6,2,1,1,1,2,4,1,,415,06982,279,R,4,1,27
2804171,05,3,1,1,1,1,1,1,3,1,,754,07153,291,U,1,2,28
2804186,01,2,1,1,1,1,1,1,4,1,,342,07154,291,U,1,2,28
2804186,02,2,1,1,1,1,2,2,5,1,,342,07154,291,U,1,2,28
2804186,03,3,1,1,1,1,1,1,3,1,,342,07154,291,U,1,2,28
2804186,04,2,1,1,1,1,1,2,7,1,,342,07154,291,U,1,2,28
2804189,01,3,1,1,1,1,1,1,2,1,,723,07155,291,U,1,2,28
2804189,02,2,1,1,1,1,1,1,4,1,,723,07155,291,U,1,2,28
2804189,03,2,1,1,1,1,1,1,5,1,,723,07155,291,U,1,2,28
2804189,04,2,2,1,1,2,2,2,2,1,,723,07155,291,U,1,2,28
2804189,05,3,1,1,1,1,1,1,2,1,,723,07155,291,U,1,2,28
2804240,01,3,1,1,1,1,1,1,3,1,,431,07156,292,U,1,3,28
2804240,02,3,1,1,1,1,1,2,3,1,,431,07156,292,U,1,3,28
2804240,03,2,1,1,1,1,2,2,2,1,,431,07156,292,U,1,3,28
2804240,04,2,1,1,1,1,1,2,2,1,,431,07156,292,U,1,3,28
2804240,05,3,1,1,1,1,1,1,5,1,,431,07156,292,U,1,3,28
2804345,01,3,1,1,1,1,1,1,4,1,,549,07157,292,U,1,3,28
2804345,02,2,1,1,1,1,1,1,5,1,,549,07157,292,U,1,3,28
2804345,04,3,1,1,1,1,1,1,3,1,,549,07157,292,U,1,3,28
2804345,05,2,1,1,1,1,1,2,4,1,,549,07157,292,U,1,3,28
2804347,02,3,1,1,1,1,1,1,3,1,,538,07158,292,U,1,3,28
2804347,03,3,1,1,1,1,1,2,2,1,,538,07158,292,U,1,3,28
2804347,04,3,1,1,1,1,1,1,3,1,,538,07158,292,U,1,3,28
2804352,01,2,1,2,1,1,1,2,1,1,,623,07159,291,U,1,2,28
2804352,02,2,1,1,1,1,1,1,4,1,,623,07159,291,U,1,2,28
2804352,03,2,1,1,1,1,1,1,2,1,,623,07159,291,U,1,2,28
2804352,04,3,1,1,1,1,1,1,2,1,,623,07159,291,U,1,2,28
2804352,05,3,1,1,1,1,1,1,4,1,,623,07159,291,U,1,2,28
2804355,01,2,2,2,1,2,2,2,1,1,,1119,07160,291,U,1,2,28
2804355,02,2,1,1,1,1,1,2,5,1,,1119,07160,291,U,1,2,28
2804355,03,2,1,1,1,1,2,1,2,1,,1119,07160,291,U,1,2,28
2804355,04,2,1,2,1,1,1,1,5,1,,1119,07160,291,U,1,2,28
2804355,05,2,1,1,1,1,1,2,5,1,,1119,07160,291,U,1,2,28
2804427,01,2,1,1,1,1,1,1,5,1,,569,07161,292,U,1,3,28
2804427,02,3,1,1,1,1,1,1,2,1,,569,07161,292,U,1,3,28
2804427,03,3,1,1,1,1,1,1,6,1,,569,07161,292,U,1,3,28
2804427,04,2,1,1,1,1,2,1,1,1,,569,07161,292,U,1,3,28
2804427,05,3,1,1,1,1,1,1,1,1,,569,07161,292,U,1,3,28
2804445,01,2,1,1,1,1,1,1,1,1,,462,07162,291,U,1,2,28
2804445,02,2,1,1,1,1,1,1,5,1,,462,07162,291,U,1,2,28
2804445,03,2,1,1,1,1,1,1,5,1,,462,07162,291,U,1,2,28
2804445,04,3,1,1,1,1,1,1,4,1,,462,07162,291,U,1,2,28
2804445,05,2,1,1,1,1,1,1,5,1,,462,07162,291,U,1,2,28
2804485,01,2,1,2,1,1,1,1,3,1,,551,07163,291,U,1,2,28
2804485,03,2,1,1,1,2,2,2,1,1,,551,07163,291,U,1,2,28
2804485,04,2,1,1,1,1,2,2,2,1,,551,07163,291,U,1,2,28
2804485,05,2,1,2,1,1,1,1,8,1,,551,07163,291,U,1,2,28
2804529,01,2,1,1,1,1,1,1,1,1,,624,07164,291,U,1,2,28
2804529,02,3,1,1,1,1,2,2,2,1,,624,07164,291,U,1,2,28
2804529,05,2,1,1,1,1,1,1,4,1,,624,07164,291,U,1,2,28
2804595,01,2,1,1,1,1,1,1,3,1,,671,07165,291,U,1,2,28
2804595,02,2,1,2,1,1,1,1,4,1,,671,07165,291,U,1,2,28
2804595,03,2,1,2,1,1,1,2,3,1,,671,07165,291,U,1,2,28
2804595,04,3,1,2,1,1,1,2,6,2,2,671,07165,291,U,1,2,28
2804595,05,2,1,2,1,1,1,2,4,1,,671,07165,291,U,1,2,28
2804597,01,2,1,1,1,1,2,1,2,1,,474,07166,292,U,1,3,28
2804597,02,3,1,1,1,1,1,1,3,1,,474,07166,292,U,1,3,28
2804619,01,2,1,1,1,1,1,1,1,1,,629,07167,292,U,1,3,28
2860254,04,2,5,5,1,1,1,2,1,1,,738,07307,288,R,4,1,28
2860254,05,2,1,5,1,1,1,2,4,1,,738,07307,288,R,4,1,28
2860254,06,2,6,2,1,2,2,2,1,1,,738,07307,288,R,4,1,28
2860254,07,3,2,5,1,1,1,1,3,1,,738,07307,288,R,4,1,28
2860254,08,2,1,2,1,1,1,2,2,1,,738,07307,288,R,4,1,28
2860254,09,2,2,2,1,1,1,2,1,1,,738,07307,288,R,4,1,28
2860254,10,2,2,5,1,1,1,2,4,1,,738,07307,288,R,4,1,28
2860254,11,2,2,5,1,1,2,2,1,1,,738,07307,288,R,4,1,28
2860254,12,2,6,5,1,1,1,1,1,1,,738,07307,288,R,4,1,28
2860254,13,2,6,2,1,1,1,1,5,1,,738,07307,288,R,4,1,28
2860254,14,2,5,2,1,1,2,2,1,1,,738,07307,288,R,4,1,28
2860254,15,2,6,5,1,1,1,2,3,1,,738,07307,288,R,4,1,28
2860254,16,2,1,5,1,1,2,2,5,1,,738,07307,288,R,4,1,28
2860254,17,2,2,5,1,1,2,2,4,1,,738,07307,288,R,4,1,28
2860254,18,2,2,5,1,1,1,2,2,1,,738,07307,288,R,4,1,28
2860254,20,2,2,5,1,1,1,2,5,1,,738,07307,288,R,4,1,28
2860299,01,2,1,2,1,1,1,1,3,1,,494,07308,289,R,4,2,28
2860299,02,2,1,2,1,1,1,1,5,1,,494,07308,289,R,4,2,28
2860299,03,2,1,2,1,1,1,2,4,1,,494,07308,289,R,4,2,28
2860299,04,2,2,2,1,1,1,2,5,1,,494,07308,289,R,4,2,28
2860299,05,2,1,2,1,1,1,1,4,1,,494,07308,289,R,4,2,28
2860299,06,2,2,2,1,1,1,2,2,1,,494,07308,289,R,4,2,28
2860299,07,3,1,2,1,1,1,2,6,1,,494,07308,289,R,4,2,28
2860299,08,3,1,2,1,1,1,2,1,1,,494,07308,289,R,4,2,28
2860299,09,2,2,2,1,1,1,1,12,1,,494,07308,289,R,4,2,28
2860299,10,3,1,2,1,1,1,1,2,1,,494,07308,289,R,4,2,28
2860299,11,3,1,2,1,1,1,2,2,1,,494,07308,289,R,4,2,28
2860299,12,2,1,2,1,1,1,1,1,1,,494,07308,289,R,4,2,28
2860299,14,2,1,2,1,1,1,1,2,1,,494,07308,289,R,4,2,28
2860299,15,2,2,2,1,1,1,2,3,1,,494,07308,289,R,4,2,28
2860299,16,3,1,2,1,1,1,1,3,1,,494,07308,289,R,4,2,28
2860299,17,2,1,2,1,1,1,1,3,1,,494,07308,289,R,4,2,28
2860299,18,2,2,2,1,1,1,1,5,1,,494,07308,289,R,4,2,28
2860299,19,2,2,2,1,1,1,1,4,1,,494,07308,289,R,4,2,28
2860299,20,2,2,2,1,1,1,2,2,1,,494,07308,289,R,4,2,28
2860377,01,3,1,2,1,1,1,1,5,1,,709,07309,288,R,4,1,28
2860377,02,2,6,5,1,1,1,1,1,1,,709,07309,288,R,4,1,28
2860377,03,3,1,1,1,1,1,2,4,1,,709,07309,288,R,4,1,28
2860377,04,2,1,2,1,1,1,2,1,1,,709,07309,288,R,4,1,28
2860377,05,2,6,2,1,1,1,1,3,1,,709,07309,288,R,4,1,28
2860377,06,2,2,5,1,1,1,1,6,1,,709,07309,288,R,4,1,28
2860377,07,1,2,5,1,1,2,2,3,1,,709,07309,288,R,4,1,28
2860377,08,2,2,5,1,1,1,1,6,2,2,709,07309,288,R,4,1,28
2860377,09,2,1,2,1,1,1,1,6,1,,709,07309,288,R,4,1,28
2860377,10,2,2,5,1,1,1,1,5,1,,709,07309,288,R,4,1,28
2860377,11,3,1,2,1,1,1,1,3,1,,709,07309,288,R,4,1,28
2860377,12,2,1,2,1,1,1,1,1,1,,709,07309,288,R,4,1,28
2860377,13,2,2,2,1,1,1,1,2,1,,709,07309,288,R,4,1,28
2860377,14,3,2,5,1,1,1,2,5,1,,709,07309,288,R,4,1,28
2860377,15,3,1,2,1,1,1,1,5,1,,709,07309,288,R,4,1,28
2860377,16,1,2,5,1,1,1,2,4,1,,709,07309,288,R,4,1,28
2860377,17,3,2,2,1,1,1,1,5,1,,709,07309,288,R,4,1,28
2860377,18,2,1,2,1,1,1,1,4,1,,709,07309,288,R,4,1,28
2860377,19,2,2,5,1,1,1,1,3,1,,709,07309,288,R,4,1,28
2860377,20,2,2,2,1,1,1,1,3,1,,709,07309,288,R,4,1,28
2860478,01,2,2,2,1,1,1,1,4,1,,551,07310,288,R,4,1,28
2860478,02,2,6,2,1,1,1,1,4,1,,551,07310,288,R,4,1,28
2860478,03,3,6,5,1,1,1,1,5,1,,551,07310,288,R,4,1,28
2860478,04,2,5,2,1,1,1,1,2,1,,551,07310,288,R,4,1,28
2860478,05,3,6,2,1,1,1,2,2,1,,551,07310,288,R,4,1,28
2860478,06,2,6,5,1,2,1,1,2,1,,551,07310,288,R,4,1,28
2860478,07,2,6,5,1,2,2,2,4,1,,551,07310,288,R,4,1,28
2901179,03,2,2,1,1,2,1,2,3,1,,165,07457,304,U,3,2,29
2901179,05,2,2,1,1,2,2,2,3,1,,165,07457,304,U,3,2,29
2901183,01,2,1,1,1,2,2,2,6,1,,187,07458,304,U,3,2,29
2901183,02,2,2,1,1,2,2,2,5,1,,187,07458,304,U,3,2,29
2901183,03,2,1,1,1,1,1,1,7,1,,187,07458,304,U,3,2,29
2901183,04,2,2,1,1,2,2,2,6,1,,187,07458,304,U,3,2,29
2901201,02,2,1,1,1,1,1,2,5,1,,152,07459,298,U,3,2,29
2901201,04,2,1,1,1,1,1,2,1,1,,152,07459,298,U,3,2,29
2901201,05,3,1,1,1,1,1,2,6,1,,152,07459,298,U,3,2,29
2901201,07,2,2,1,1,1,1,2,5,1,,152,07459,298,U,3,2,29
2901201,08,2,1,1,1,2,1,1,2,1,,152,07459,298,U,3,2,29
2901201,09,2,2,1,1,2,2,2,8,1,,152,07459,298,U,3,2,29
2901201,10,2,2,2,1,2,2,2,2,1,,152,07459,298,U,3,2,29
2901201,11,2,1,1,1,1,2,2,3,1,,152,07459,298,U,3,2,29
2901201,12,2,1,1,1,1,1,2,3,1,,152,07459,298,U,3,2,29
2901201,13,2,1,1,1,1,1,1,5,1,,152,07459,298,U,3,2,29
2901201,14,2,1,1,1,1,1,2,3,1,,152,07459,298,U,3,2,29
2901201,16,2,1,1,1,1,1,2,4,1,,152,07459,298,U,3,2,29
2901201,17,2,2,1,1,2,2,2,4,1,,152,07459,298,U,3,2,29
2901201,18,2,1,1,1,1,1,1,2,1,,152,07459,298,U,3,2,29
2901201,19,2,2,1,1,1,1,2,10,1,,152,07459,298,U,3,2,29
2901236,02,2,1,1,1,1,1,2,5,1,,139,07460,298,U,3,2,29
2901236,03,3,1,1,1,2,1,1,8,2,3,139,07460,298,U,3,2,29
2901236,04,3,1,1,1,1,2,2,4,1,,139,07460,298,U,3,2,29
2901236,06,2,1,1,1,1,1,1,3,1,,139,07460,298,U,3,2,29
2901236,07,3,2,1,1,1,2,2,2,1,,139,07460,298,U,3,2,29
2901236,08,2,1,1,1,1,2,2,8,1,,139,07460,298,U,3,2,29
2901236,09,3,1,1,1,1,1,1,3,1,,139,07460,298,U,3,2,29
2901236,10,2,1,1,1,1,1,2,4,1,,139,07460,298,U,3,2,29
2901236,11,2,1,1,1,1,2,2,2,1,,139,07460,298,U,3,2,29
2901236,12,2,1,1,1,1,1,2,3,1,,139,07460,298,U,3,2,29
2901236,13,2,1,1,1,1,1,1,7,1,,139,07460,298,U,3,2,29
2901236,14,3,1,1,1,1,1,1,4,1,,139,07460,298,U,3,2,29
2901236,15,2,1,3,1,1,2,2,2,1,,139,07460,298,U,3,2,29
2901236,16,3,1,1,1,1,1,1,3,1,,139,07460,298,U,3,2,29
2901236,17,2,1,1,1,1,1,2,4,1,,139,07460,298,U,3,2,29
2901236,18,2,2,1,1,2,2,2,1,1,,139,07460,298,U,3,2,29
2901236,19,2,1,1,1,1,1,2,3,1,,139,07460,298,U,3,2,29
2901236,20,2,1,1,1,2,1,2,1,1,,139,07460,298,U,3,2,29
2901265,01,2,2,1,1,2,2,2,1,1,,190,07461,304,U,3,2,29
2901265,02,2,2,1,1,1,2,2,6,1,,190,07461,304,U,3,2,29
2901265,03,2,2,1,1,2,1,2,2,1,,190,07461,304,U,3,2,29
2901265,04,2,2,1,1,2,2,2,1,1,,190,07461,304,U,3,2,29
2901265,05,3,1,1,1,1,1,1,4,1,,190,07461,304,U,3,2,29
2901271,01,2,1,1,1,2,1,2,1,1,,236,07462,305,U,3,3,29
2901271,02,2,1,1,1,1,1,1,3,1,,236,07462,305,U,3,3,29
2901271,03,2,1,1,1,1,1,1,6,1,,236,07462,305,U,3,3,29
2901271,05,3,1,1,1,1,1,2,3,1,,236,07462,305,U,3,3,29
2901272,03,2,1,1,1,1,1,1,3,1,,200,07463,305,U,3,3,29
2901272,04,3,1,1,1,1,1,1,1,1,,200,07463,305,U,3,3,29
2901272,05,2,1,1,1,1,1,2,5,1,,200,07463,305,U,3,3,29
2901286,01,3,1,1,1,1,1,1,3,1,,197,07464,305,U,3,3,29
2901286,02,2,1,1,1,1,1,1,2,1,,197,07464,305,U,3,3,29
2901286,03,2,1,1,1,1,1,2,4,1,,197,07464,305,U,3,3,29
2760766,01,2,2,2,1,1,1,2,5,1,,392,06984,280,R,4,2,27
2760766,02,2,2,2,1,1,1,2,4,1,,392,06984,280,R,4,2,27
2760766,03,2,2,2,1,1,1,2,3,1,,392,06984,280,R,4,2,27
2760766,04,3,2,2,1,1,1,1,5,1,,392,06984,280,R,4,2,27
2760766,05,2,1,2,1,1,1,1,3,1,,392,06984,280,R,4,2,27
2760766,06,2,1,2,1,1,1,2,3,1,,392,06984,280,R,4,2,27
2760766,07,3,1,2,1,1,1,2,4,1,,392,06984,280,R,4,2,27
2760766,08,2,2,2,1,1,1,2,5,1,,392,06984,280,R,4,2,27
2760766,09,3,2,2,1,1,1,2,4,1,,392,06984,280,R,4,2,27
2760766,10,2,2,3,1,1,1,2,4,1,,392,06984,280,R,4,2,27
2760766,11,2,6,2,1,1,2,2,5,1,,392,06984,280,R,4,2,27
2760766,14,2,6,2,1,2,2,2,2,1,,392,06984,280,R,4,2,27
2760766,15,1,6,2,1,1,2,2,4,1,,392,06984,280,R,4,2,27
2760766,16,3,1,2,1,1,1,2,2,1,,392,06984,280,R,4,2,27
2760766,17,3,6,2,1,1,1,2,2,1,,392,06984,280,R,4,2,27
2760766,18,2,6,2,1,1,2,1,3,1,,392,06984,280,R,4,2,27
2760766,19,3,6,2,1,1,1,2,1,1,,392,06984,280,R,4,2,27
2760766,20,2,1,2,1,1,1,1,3,1,,392,06984,280,R,4,2,27
2760806,01,1,2,2,1,2,2,2,4,1,,406,06985,279,R,4,1,27
2760806,02,1,1,2,1,1,1,2,4,1,,406,06985,279,R,4,1,27
2760806,03,2,2,2,1,1,1,2,1,1,,406,06985,279,R,4,1,27
2760806,04,2,2,2,1,1,2,2,4,1,,406,06985,279,R,4,1,27
2760806,05,2,1,2,1,1,1,2,4,1,,406,06985,279,R,4,1,27
2760806,07,2,1,2,1,1,1,2,4,1,,406,06985,279,R,4,1,27
2760806,08,2,1,2,1,1,1,2,3,1,,406,06985,279,R,4,1,27
2760806,09,2,1,2,1,1,1,1,3,1,,406,06985,279,R,4,1,27
2760806,10,2,2,2,1,1,1,2,4,1,,406,06985,279,R,4,1,27
2760806,11,2,2,2,1,1,2,2,2,1,,406,06985,279,R,4,1,27
2760806,12,2,2,2,1,1,1,2,4,1,,406,06985,279,R,4,1,27
2760806,13,2,2,2,1,1,2,2,2,1,,406,06985,279,R,4,1,27
2760806,14,2,1,2,1,1,2,2,1,1,,406,06985,279,R,4,1,27
2760806,15,2,2,5,1,1,2,2,3,1,,406,06985,279,R,4,1,27
2760806,16,2,2,2,1,1,1,2,2,1,,406,06985,279,R,4,1,27
2760806,17,2,2,2,1,1,1,2,5,1,,406,06985,279,R,4,1,27
2760806,18,2,2,2,1,1,1,2,2,1,,406,06985,279,R,4,1,27
2760806,19,3,2,2,1,1,1,2,4,1,,406,06985,279,R,4,1,27
2760806,20,2,1,2,1,1,1,1,2,1,,406,06985,279,R,4,1,27
2760870,01,1,4,2,1,2,2,2,3,1,,307,06986,279,R,4,1,27
2760870,02,2,2,2,1,1,1,2,3,1,,307,06986,279,R,4,1,27
2760870,03,2,1,2,1,1,1,2,2,1,,307,06986,279,R,4,1,27
2760870,04,2,1,2,1,1,1,2,4,1,,307,06986,279,R,4,1,27
2760870,05,1,2,2,1,2,1,2,4,1,,307,06986,279,R,4,1,27
2760870,06,2,1,2,1,1,1,1,3,1,,307,06986,279,R,4,1,27
2760870,07,2,1,2,1,1,2,2,4,1,,307,06986,279,R,4,1,27
2760870,08,2,1,2,1,1,1,2,3,1,,307,06986,279,R,4,1,27
2760870,09,2,1,2,1,1,2,2,3,1,,307,06986,279,R,4,1,27
2760870,10,2,1,2,1,1,1,2,3,1,,307,06986,279,R,4,1,27
2760870,11,2,1,2,1,1,1,2,4,1,,307,06986,279,R,4,1,27
2760870,12,2,1,2,1,1,2,2,4,1,,307,06986,279,R,4,1,27
2760870,13,2,1,2,1,1,1,1,4,1,,307,06986,279,R,4,1,27
2760870,14,2,1,2,1,1,2,2,1,1,,307,06986,279,R,4,1,27
2760870,15,2,1,2,1,1,2,2,4,1,,307,06986,279,R,4,1,27
2760870,16,2,2,2,1,1,1,2,3,1,,307,06986,279,R,4,1,27
2804619,03,3,1,1,1,1,1,1,3,1,,629,07167,292,U,1,3,28
2804619,04,2,1,1,1,1,1,2,3,1,,629,07167,292,U,1,3,28
2804619,05,2,1,1,1,1,1,1,4,1,,629,07167,292,U,1,3,28
2804631,01,2,1,1,1,1,1,2,1,1,,630,07168,292,U,1,3,28
2804631,02,2,1,1,1,1,1,1,3,1,,630,07168,292,U,1,3,28
2804631,04,2,1,1,1,1,2,2,1,1,,630,07168,292,U,1,3,28
2804631,05,2,1,1,1,1,1,2,4,1,,630,07168,292,U,1,3,28
2804641,02,3,1,1,1,1,1,1,3,1,,562,07169,292,U,1,3,28
2804641,03,2,1,1,1,1,1,2,3,2,3,562,07169,292,U,1,3,28
2804641,04,2,1,1,1,1,2,1,5,1,,562,07169,292,U,1,3,28
2804641,05,2,1,1,1,1,1,2,3,1,,562,07169,292,U,1,3,28
2804644,01,2,1,1,1,1,1,1,6,1,,828,07170,291,U,1,2,28
2804644,02,3,1,1,1,1,1,1,4,1,,828,07170,291,U,1,2,28
2804644,03,3,1,1,1,1,1,1,4,1,,828,07170,291,U,1,2,28
2804644,05,2,1,1,1,1,1,2,6,1,,828,07170,291,U,1,2,28
2804645,01,2,1,1,1,1,1,1,4,1,,580,07171,292,U,1,3,28
2804645,02,2,1,1,1,1,1,2,2,1,,580,07171,292,U,1,3,28
2804645,03,3,1,1,1,1,1,1,5,1,,580,07171,292,U,1,3,28
2804645,04,2,1,1,1,1,1,1,6,1,,580,07171,292,U,1,3,28
2804645,05,3,1,1,1,1,1,1,5,1,,580,07171,292,U,1,3,28
2804649,01,2,1,1,1,1,1,1,6,1,,690,07172,291,U,1,2,28
2804649,02,3,1,2,1,1,1,1,5,1,,690,07172,291,U,1,2,28
2804649,03,2,1,1,1,1,1,2,2,1,,690,07172,291,U,1,2,28
2804649,05,2,1,2,1,1,2,1,5,1,,690,07172,291,U,1,2,28
2804655,01,3,1,1,1,1,1,1,5,1,,1132,07173,291,U,1,2,28
2804655,02,3,1,1,1,1,1,1,3,1,,1132,07173,291,U,1,2,28
2804683,01,2,1,1,1,1,1,2,2,1,,582,07174,291,U,1,2,28
2804683,02,2,1,1,1,1,1,2,6,1,,582,07174,291,U,1,2,28
2804683,03,3,1,1,1,1,1,1,3,1,,582,07174,291,U,1,2,28
2804683,04,2,1,1,1,1,1,1,3,1,,582,07174,291,U,1,2,28
2804683,05,2,1,1,1,1,2,2,6,1,,582,07174,291,U,1,2,28
2804714,01,2,1,1,1,1,1,2,1,1,,553,07175,292,U,1,3,28
2804714,02,2,1,1,1,1,1,1,6,1,,553,07175,292,U,1,3,28
2804714,03,2,1,1,1,1,1,2,4,1,,553,07175,292,U,1,3,28
2804714,04,2,1,1,1,1,1,2,3,1,,553,07175,292,U,1,3,28
2804714,05,2,1,1,1,1,1,2,2,1,,553,07175,292,U,1,3,28
2804760,01,2,1,1,1,1,1,2,3,1,,419,07176,293,U,1,4,28
2804760,02,3,1,1,1,1,1,1,2,1,,419,07176,293,U,1,4,28
2804760,03,2,1,1,1,1,1,1,1,1,,419,07176,293,U,1,4,28
2804760,04,3,1,1,1,1,1,1,4,1,,419,07176,293,U,1,4,28
2804760,05,3,1,1,1,1,1,1,2,1,,419,07176,293,U,1,4,28
2804763,01,3,1,1,1,1,2,1,4,1,,563,07177,291,U,1,2,28
2804763,02,2,1,1,1,1,1,1,3,1,,563,07177,291,U,1,2,28
2804763,03,2,1,1,1,1,1,2,4,1,,563,07177,291,U,1,2,28
