,ESTRATO,Grupo,ENT,acceso,uso,aptitudes,IDTMex,FAC_HOGAR
210,2,20,Mor.,0.6031979246237102,0.4648148205372997,0.5179260927530538,5.3079031661501475,1343031
211,2,21,Mor.,0.8616695059625213,0.6845663877777595,0.5739189585182277,7.332781491997579,11243
212,2,22,Mor.,0.6128163704900377,0.5855434558102773,0.45160526889566616,5.696649842992593,13203
213,2,23,Mor.,0.5068873852102465,0.21219834622117092,0.44876008432905584,3.773863094383782,7704
214,3,30,Mor.,0.8267870439314966,0.5952139575474048,0.6526504239258223,6.993304853767251,8818
215,3,31,Mor.,0.6566765578635014,0.5478671197907069,0.5990783410138248,6.016331392644484,4557
216,3,32,Mor.,0.9570904084442404,0.6704162716592673,0.8277874283148018,8.165601577043635,7835
217,3,33,Mor.,0.7275904299227303,0.5505503849642358,0.6334987852208124,6.379560829989489,239892
218,3,34,Mor.,0.6799999999999999,0.49717171717171715,0.9066666666666666,6.522020202020203,1954
219,4,41,Mor.,0.7707930367504836,0.6666666666666666,0.797818366311517,7.3454755462916355,2305
220,4,42,Mor.,0.8268620187855537,0.6305471776755155,0.7892238315196117,7.408084448883501,65165
221,4,43,Mor.,0.9711722488038277,0.6666666666666666,0.9781068898905344,8.507569441663046,7029
222,4,44,Mor.,0.5,0.6666666666666666,0.5,5.666666666666666,216
223,1,11,Nay.,0.2767758046614872,0.1437551347713049,0.3600271925423368,2.402178142815842,141912
224,2,20,Nay.,0.5019546073317351,0.4496713154920668,0.4842839118377262,4.77507151497066,828104
225,2,21,Nay.,1.0,0.6510587208033181,0.6996044666359288,8.00344381648513,3054
226,2,22,Nay.,0.6225554106910038,0.7881069268062614,0.44365272399771344,6.529954797984488,3393
227,2,23,Nay.,0.47069767441860466,0.24054076622049403,0.3932387230702415,3.631431208696878,2488
228,3,30,Nay.,0.9453028430160693,0.8409070505033392,0.8630852172114795,8.871010008500594,2591
229,3,31,Nay.,0.5962328767123287,0.5706436255863341,0.46624394646319267,5.599993902121037,2543
230,3,32,Nay.,1.0,0.6666666666666666,0.7777777777777777,8.222222222222223,453
231,3,33,Nay.,0.7244474285361486,0.6733955088246537,0.6969654256941732,6.985302600831557,195816
232,3,34,Nay.,0.75,0.5910931174089069,0.5211984822876494,6.406769434210926,1482
233,4,40,Nay.,0.8680257510729614,0.6666666666666666,1.0,8.138769670958512,1838
234,4,42,Nay.,0.8373682381559133,0.7648364252303272,0.8195742236758283,8.04796710089662,53470
235,4,43,Nay.,1.0,0.6666666666666666,1.0,8.666666666666668,1100
236,4,44,Nay.,1.0,1.0,1.0,10.0,537
237,1,11,N.L.,0.3701575670602219,0.3779584302641272,0.41619228438069084,3.824848558058778,563465
238,2,20,N.L.,0.6657880931970266,0.6080492010908286,0.4706744617077225,6.036698100566865,2339412
239,2,21,N.L.,0.75,0.9166666666666666,0.3333333333333333,7.333333333333334,3704
240,2,22,N.L.,0.5879265091863517,0.8223074816973056,0.5752043914804015,6.791344746495433,8720
241,3,30,N.L.,0.8124617425015304,0.7117016563328621,0.6419032029879297,7.380460001313429,39236
242,3,31,N.L.,0.6376775848460932,0.4686524417349336,0.5014751402592378,5.428270386842583,14500
243,3,32,N.L.,0.9678617274894553,0.830112555399552,0.5835695433225999,8.35903621820123,21783
244,3,33,N.L.,0.7681130708228141,0.6771724562987792,0.5617742123718495,6.904690533230072,1765722
245,3,34,N.L.,0.5,0.5833333333333334,0.4166666666666667,5.166666666666667,3008
246,4,40,N.L.,0.9285533423362593,0.7764160723335674,0.8619286534290408,8.54373496553739,35221
247,4,41,N.L.,0.8255679630342703,0.8726735977409832,0.8178715874620829,8.42870941802518,9896
248,4,42,N.L.,0.8802026852769639,0.7733229830002011,0.786516983404789,8.187136639918238,1023124
249,4,43,N.L.,1.0,0.8635075919392645,0.9322015016611189,9.318433371079296,43434
250,1,11,Oax.,0.35006770929162834,0.22302498876747476,0.3654973939655417,3.023365580167496,2579887
251,2,20,Oax.,0.546457578016263,0.41631249819077887,0.5175925971114769,4.886265499051122,1418063
252,2,21,Oax.,1.0,0.6666666666666666,0.9491048078857373,8.564876282438142,5616
253,2,22,Oax.,0.6888861508132085,0.5355182193523255,0.8606256442514667,6.618868769165069,7165
254,2,23,Oax.,0.5513459621136589,0.409991311553163,0.7095033848993135,5.264355864465915,8082
255,3,30,Oax.,0.9296959826275787,0.7542553001687287,0.47059555162460853,7.676996234434447,5680
256,3,32,Oax.,1.0,0.6666666666666666,0.5555555555555555,7.777777777777779,2305
257,3,33,Oax.,0.7494543921432468,0.6000562522552666,0.7804173102588612,6.958877198111776,120593
258,3,34,Oax.,0.75,0.6666666666666666,0.8333333333333334,7.333333333333334,2072
259,4,42,Oax.,0.8849418782502294,0.7496461388249925,0.9144458487330659,8.36724376576702,18444
260,1,11,Pue.,0.3252437979842906,0.22646636432238423,0.384361451178284,2.9755635515832672,2368604
261,2,20,Pue.,0.5235312121249219,0.40463865877320027,0.4964079824612817,4.705495448515053,3171721
262,2,21,Pue.,1.0,0.9166666666666666,0.4444444444444444,8.555555555555557,3372
263,2,22,Pue.,0.6803916057710324,0.45192088463292296,0.48580410997095264,5.500858181557727,28625
264,3,31,Pue.,0.5,0.6666666666666666,1.0,6.666666666666668,4332
265,3,32,Pue.,1.0,0.6666666666666666,0.894369931099951,8.455406528866568,11980
266,3,33,Pue.,0.7187555394051122,0.6056360975738645,0.662456143429749,6.622478834775405,726264
267,4,40,Pue.,1.0,1.0,0.8333333333333334,9.666666666666668,2172
268,4,41,Pue.,0.5045207956600362,0.3945656912149393,0.7831036548831637,5.162553257266229,3338
269,4,42,Pue.,0.8471686307227031,0.6687754436830536,0.8379373110041506,7.739650919631328,297375
270,4,43,Pue.,1.0,0.6666666666666666,0.815134852055512,8.296936370777692,9895
271,1,11,Qro.,0.3802275451862781,0.2827268336032937,0.37362522671790893,3.399067968594105,1002925
272,2,20,Qro.,0.6007599006283794,0.5343122886744144,0.48325077850973847,5.506790314230652,854748
273,2,21,Qro.,0.878433820906172,0.733284328892136,0.6707047153749354,7.788282029943103,10071
274,2,22,Qro.,0.6229189789123196,0.6808849276968335,0.595242365101993,6.4057003566406,11550
275,2,23,Qro.,0.45260514752040176,0.49532752496540544,0.6466783735683624,5.085087437079954,5582
276,3,30,Qro.,0.8193244304791831,0.4853278554027531,0.7492899561063776,6.7171890557405,2582
277,3,31,Qro.,0.6832990397805212,0.6443095306928784,0.6625528129864354,6.63553990786647,3658
278,3,32,Qro.,0.9170616113744076,0.6746755131968754,0.6703175649529319,7.707583628190996,6696
279,3,33,Qro.,0.7847236252570029,0.6285599433469957,0.6509646239741887,6.955063522364372,255781
280,3,34,Qro.,0.6698529411764707,0.7710784313725491,0.5813855548536534,6.926496599903386,2294
281,4,40,Qro.,1.0,0.6984033175163646,0.8178757164098277,8.429364702885115,2923
282,4,41,Qro.,0.8301749271137027,0.7896015549076774,0.90691685062546,8.29293962933644,906
283,4,42,Qro.,0.8647378533806298,0.6918150023928157,0.8027060147774664,7.831623452648715,230674
284,4,43,Qro.,0.9493963068181819,0.7829071969696969,0.8213780267441289,8.571970068639773,5514
285,4,44,Qro.,0.6654596977329975,0.658155419962462,0.9355870895937674,7.165634649969373,2396
286,1,11,Q. Roo.,0.39873133434480557,0.32628820181108875,0.42072015788823497,3.741518460400047,358566
287,2,20,Q. Roo.,0.5865195884808673,0.49249637185628053,0.5371837273412116,5.390431296031014,1106411
